1989 (Taylor's Version),you are in love (taylor's version),A Db F#m Db,Gbm Bb D Bm,NONE,A Db F#m Db,NONE,A Db F#m Db,A Db F#m Db,FALSE,FALSE,you are in love taylors version,7,
RED (Taylor's Version),i almost do (taylor's version),A Eb Bb C#m,G Dm C,NONE,Eb Bb A  Eb,A Eb Bb,C#m A Bb Eb,A Eb C#m Bb,FALSE,FALSE,i almost do taylors version,146,
RED (Taylor's Version),girl at home (taylor's version),BRIDGE,Fm A#,Dbm Bb E B,Bb E B,Bb Dbm B Bb,B Dbm Bb B,Bb E B,FALSE,FALSE,girl at home taylors version,154,
RED (Taylor's Version),ronan (taylor's version),C Am F,F Am G,NONE,F G C Am,F Am G,C Am F G,NONE,FALSE,FALSE,ronan taylors version,150,
RED (Taylor's Version),stay stay stay (taylor's version),C F Am G,Eb Bb A,NONE,G C F Am,NONE,Am F C G,NONE,FALSE,FALSE,stay stay stay taylors version,139,
RED (Taylor's Version),all too well (taylor's version),C G Am F,Eb A,C G Am F,C G Am F,NONE,C G Am F,C G Am F,TRUE,FALSE,all too well taylors version,166,
RED (Taylor's Version),all too well (10 minute version) (taylor's version) (from the vault),C G Am F,E Gbm E Bb,C G Am F,C G Am F,NONE,C G Am F,F G C Am,TRUE,TRUE,all too well 10 minute version taylors version from the vault,143,
RED (Taylor's Version),forever winter (taylor's version) (from the vault),C G D,E Bb E B,C G D,Em C D,C Em D C,C Em D,C G D,FALSE,FALSE,forever winter taylors version from the vault,147,
RED (Taylor's Version),the moment i knew (taylor's version),C G D,E B Gbm Bb,NONE,C G D,NONE,C G D,C G D,FALSE,FALSE,the moment i knew taylors version,157,
RED (Taylor's Version),we are never ever getting back together (taylor's version),C G D Em,E B Dbm Bb,C G D Em,C G D Em,D Em,C G D Em,G D Em D,FALSE,FALSE,we are never ever getting back together taylors version,160,
RED (Taylor's Version),starlight (taylor's version),CHORUS,F Bb,NONE,A Bb Eb C#m,NONE,A Bb  Bb,A Bb Gm C#m,FALSE,FALSE,starlight taylors version,145,
RED (Taylor's Version),the very first night (taylor's version) (from the vault),CHORUS,A F#m Db Eb,Am C G D,C G D C,C Em D C,G Em A C,NONE,FALSE,FALSE,the very first night taylors version from the vault,138,
RED (Taylor's Version),treacherous (taylor's version),D A Bm G,D E D Bb E,NONE,D A Bm G,A Bm G,NONE,D A Bm G,FALSE,FALSE,treacherous taylors version,153,
RED (Taylor's Version),state of grace (acoustic version) (taylor's version),D G,Cm Db Db Fm,D G,D G F#m G,NONE,D G Em F#m,G Em F#m G,FALSE,FALSE,state of grace acoustic version taylors version,152,
RED (Taylor's Version),run (taylor's version) (from the vault),D# G# D# G#,C# G# A#m F#,Fm Cm D# A#,D# G# Cm A#,G# A# Cm G#,CHORUS,G# D#,FALSE,FALSE,run taylors version from the vault,159,
RED (Taylor's Version),holy ground (taylor's version),Eb,C F Am G,NONE,Bb C#m A Eb,A C#m Bb,Eb A Eb A,Eb A C#m Bb,FALSE,FALSE,holy ground taylors version,148,
RED (Taylor's Version),come back be here (taylor's version),Eb,C F,Bb C#m A Bb,Eb Bb C#m A,Bb C#m A Eb,A C#m Bb,Eb Bb C#m A,FALSE,FALSE,come back be here taylors version,140,
RED (Taylor's Version),the lucky one (taylor's version),Eb,C Em Am G,A,Eb Bb A Bb ,NONE,CHORUS,NONE,TRUE,FALSE,the lucky one taylors version,137,
RED (Taylor's Version),babe (taylor's version) (from the vault),Eb A C#m Bb,C F C G,Eb A C#m Bb,C#m Bb Eb A,NONE,Eb C#m Bb A,Eb A C#m Bb,FALSE,FALSE,babe taylors version from the vault,141,
RED (Taylor's Version),better man (taylor's version) (from the vault),Eb Bb A,C F Am F,A Bb A,Eb Bb C#m A,NONE,A Bb C#m A,Bb A C#m Eb,FALSE,FALSE,better man taylors version from the vault,165,
RED (Taylor's Version),state of grace (taylor's version),Eb Bb A Eb A,C F G F,Eb Eb A,Eb A Eb A,NONE,Eb A F#m Gm,Eb A F#m A,FALSE,FALSE,state of grace taylors version,151,
RED (Taylor's Version),i knew you were trouble (taylor's version),F,C,F C Dm,Dm B C F C,B C F C Dm,B Dm B F,Dm B C F C,FALSE,FALSE,i knew you were trouble taylors version,163,
RED (Taylor's Version),everything has changed (taylor's version),F B F B,Bm A G A,F Gm B Dm C,F Dm C B F,NONE,Dm B F C,NONE,FALSE,FALSE,everything has changed taylors version,162,
RED (Taylor's Version),message in a bottle (taylor's version) (from the vault),G,Am G F E,G C Em D,G C Em D,NONE,C G C Em,G C Em D,FALSE,FALSE,message in a bottle taylors version from the vault,142,
RED (Taylor's Version),begin again (taylor's version),G,Am F Em Am,NONE,C D Em G,NONE,C D Bm C,C D N.C,TRUE,FALSE,begin again taylors version,161,
RED (Taylor's Version),the last time (taylor's version),G A Bm D A,Bb E B,G A Bm D,D Bm A G,NONE,G A Bm D,D Bm A G,FALSE,FALSE,the last time taylors version,155,
RED (Taylor's Version),sad beautiful tragic (taylor's version),G D Am C,A#m G# C# D#,NONE,G D Am C,NONE,Am C G D,NONE,FALSE,FALSE,sad beautiful tragic taylors version,164,
RED (Taylor's Version),22 (taylor's version),G D C D,A F#m Db,G D C D,G D C Em,NONE,NONE,C Em D G,FALSE,FALSE,22 taylors version,156,
RED (Taylor's Version),nothing new (taylor's version) (from the vault),NONE,F C Am G,F G,G Am G C,NONE,F G C Am,NONE,FALSE,FALSE,nothing new taylors version from the vault,149,
RED (Taylor's Version),i bet you think about me (taylor's version) (from the vault),NONE,Eb C#m A Eb Bb,NONE,Em Am G F,C G F G,F C G Am G F,Em Am G F,TRUE,FALSE,i bet you think about me taylors version from the vault,158,
Reputation,look what you made me do,Am F E,G C Em D,NONE,Am G F E,NONE,Am F E,NONE,FALSE,FALSE,look what you made me do,181,
Reputation,so it goes…,Bsus4,F C Gm B,Bsus4 Asus2 G Asus2,G A G A,G A G A,Asus2 Bsus4 Asus2 G,NONE,FALSE,FALSE,so it goes…,167,
Reputation,gorgeous,C,Em7 A D7 G,F7 Em F G,C Am F G,NONE,F Am G Dm,C C Am F,FALSE,FALSE,gorgeous,179,
Reputation,don't blame me,CHORUS,G C Em C,Am G F7 G,Am G F C,NONE,Am G F C,NONE,FALSE,FALSE,dont blame me,168,
Reputation,delicate,CHORUS,Em D Em D,NONE,C Dm Am F,C Dm Am F,NONE,C Dm Am F,FALSE,FALSE,delicate,173,
Reputation,end game,CHORUS,Bm D G,F C Dm Em,F C G F,NONE,NONE,NONE,FALSE,FALSE,end game,172,
Reputation,ready for it?,Em Em Em Em,C D G,Em Em Em,G Am Em C,Em C Em C,C G Am Em,NONE,FALSE,FALSE,ready for it?,175,
Reputation,dancing with our hands tied,Fm Cm7 G# A#sus2,Bb E B Dbm,Fm Cm7 G# G#,Fm Cm7 G# A#sus2,NONE,Cm G# A#sus2 Fm,Cm7 G# A#sus2 Cm,FALSE,FALSE,dancing with our hands tied,171,
Reputation,i did something bad,Gbm,A Db F#m Db,Gbm E D Bm E,Gbm Bb D Bm,NONE,Dbm D Bm E,Gbm Bb D Bm E,FALSE,FALSE,i did something bad,170,
Reputation,getaway car,N.C,E Asus2 B C#m,C G Dm F,C Dm F,NONE,D A Em Gm,D A Em G,FALSE,FALSE,getaway car,180,
Reputation,new year's day,NONE,F C,NONE,C Am F C,C Am F G,C Am F G,C Am F G,TRUE,FALSE,new years day,174,
Reputation,king of my heart,NONE,Dm G C F,C G Dm F,C G Dm F,C G Dm F,G Dm F C,NONE,FALSE,FALSE,king of my heart,177,
Reputation,dress,NONE,C Am F G,F Am G C,F Am G C,NONE,F Am G C ,F Am G C,FALSE,FALSE,dress,169,
Reputation,call it what you want,NONE,Bb Gbm D E,NONE,Dbadd9 A F#m Ebsus4,NONE,Dbadd9 A F#m Eb Ebsus4,Dbadd9 A F#m Eb,FALSE,FALSE,call it what you want,176,
Reputation,this is why we can't have nice things,NONE,A Bb A Bb,Gm C,F Dm Bb C,NONE,F Bb C,NONE,FALSE,FALSE,this is why we cant have nice things,178,
Speak Now(Taylor’s Version),enchanted (taylor's version),Ab Cm Db Ab,G D Am C,NONE,Db Ab Eb Db,NONE,Db Fm Eb Ab,Ab Cm Db Ab,FALSE,FALSE,enchanted taylors version,195,
Speak Now(Taylor’s Version),the story of us (taylor's version),B C#m E A,C G D Em,B C#m A E,E B A C#m,NONE,E A C#m B,NONE,FALSE,FALSE,the story of us taylors version,191,
Speak Now(Taylor’s Version),last kiss (taylor's version),Bb Gm Eb,F G C Am,Eb Bb Eb F,Bb Gm Eb F,NONE,Bb Gm Eb F,Gm Eb F Bb,TRUE,FALSE,last kiss taylors version,183,
Speak Now(Taylor’s Version),better than revenge (taylor's version),Bm G D A,F C Dm Bb,NONE,Bm G D A,NONE,A Bm G D,Bm G D A,FALSE,FALSE,better than revenge taylors version,187,
Speak Now(Taylor’s Version),castles crumbling taylor's version) (from the vault),C C Em D,C Dm Am G,NONE,Em C G D,NONE,NONE,Em C G D,TRUE,FALSE,castles crumbling taylors version from the vault,203,
Speak Now(Taylor’s Version),mine (taylor's version),C G D Em,E B Gbm Bb,C G D,C G D Em,NONE,Em C D C,G D Em D,FALSE,FALSE,mine taylors version,182,
Speak Now(Taylor’s Version),ours (taylor's version),C G#m7 Ebadd9,Db Eb Bb,NONE,Ebadd9 F# C G#m7,NONE,G#m7 F# Ebadd9 G#m7 ,NONE,TRUE,FALSE,ours taylors version,184,
Speak Now(Taylor’s Version),innocent (taylor's version),C#m B E Asus2,D G Em D,Bsus4 C#m Asus2,E Bsus4 C#m7 Asus2,NONE,C#m E Asus2 Bsus4,C#m B E Asus2,FALSE,FALSE,innocent taylors version,197,
Speak Now(Taylor’s Version),when emma fall in love (taylor's version) (from the vault),D A Em G,D D A Bm,NONE,G D A C,NONE,Em G D A,NONE,TRUE,FALSE,when emma fall in love taylors version from the vault,196,
Speak Now(Taylor’s Version),back to december (taylor's version),D Bm G,D A G,NONE,D F#m G A,NONE,Bm G D A,D Bm G,FALSE,FALSE,back to december taylors version,193,
Speak Now(Taylor’s Version),never grow up (taylor's version),D D Bm A,D A Em G,G Bm G A,D D Bm A,NONE,G D A,D D Bm A,FALSE,FALSE,never grow up taylors version,185,
Speak Now(Taylor’s Version),haunted (taylor's version),Dm Bb F C,C G F,Dm Bb Am C,Dm Bb F C,NONE,Dm C Bb,Dm Bb F C,FALSE,FALSE,haunted taylors version,192,
Speak Now(Taylor’s Version),sparks fly (taylor's version),Dm Bb F C,C G F,NONE,Dm Bb F C,NONE,Dm Bb F C,NONE,FALSE,FALSE,sparks fly taylors version,186,
Speak Now(Taylor’s Version),dear john (taylor's version),E Asus2,C G Dm F,NONE,E A C#m B ,NONE,C#m B A Asus2,E,FALSE,FALSE,dear john taylors version,189,
Speak Now(Taylor’s Version),i can see you (taylor's version) (from the vault),E Bm B Db,C G Am G F,B Db E Bm,B Db Gb E,NONE,NONE,Db E Bm B,TRUE,FALSE,i can see you taylors version from the vault,201,
Speak Now(Taylor’s Version),timeless (taylor's version) (from the vault),Eb Bb Cm Ab,C F Am F,NONE,Eb Bb Cm Ab,NONE,Bb Cm Ab Eb,NONE,FALSE,FALSE,timeless taylors version from the vault,200,
Speak Now(Taylor’s Version),speak now (taylor's version),G,Am F Dm E,Am C G D,G D Am C,NONE,Em C G D,NONE,TRUE,FALSE,speak now taylors version,188,
Speak Now(Taylor’s Version),electric touch(taylor's version) (from the vault),G Am Em C,Bb A Eb Bb,NONE,G D Em C,NONE,C Em C D,NONE,FALSE,FALSE,electric touchtaylors version from the vault,198,
Speak Now(Taylor’s Version),long live (taylor's version),G C Em D C,Am G,NONE,G C Em D,NONE,NONE,NONE,TRUE,FALSE,long live taylors version,194,
Speak Now(Taylor’s Version),superman (taylor's version),G D Am C,Ab Cm Db Fm,D Em C G D,G D Am C,NONE,Am C G D,NONE,FALSE,FALSE,superman taylors version,199,
Speak Now(Taylor’s Version),mean (taylor's version),NONE,D G G,B E A B,E B C#m A,NONE,E A B C#m,NONE,FALSE,FALSE,mean taylors version,190,
Speak Now(Taylor’s Version),foolish one (taylor's version) (from the vault),NONE,B D# Cm F,C G D C,G C Am D,NONE,Em C G D,G C Am D,FALSE,FALSE,foolish one taylors version from the vault,202,
Taylor Swift,a perfectly good heart,BRIDGE,G D Em C,F#m Eb A Bb,Eb Bb C#m,NONE,Eb Bb A Bb,NONE,FALSE,FALSE,a perfectly good heart,23,
Taylor Swift,mary's song (oh my my my my),D A G D G,D Bm A G F#m,NONE,D A G,NONE,D A G,D A G Em D,FALSE,FALSE,marys song oh my my my my,25,
Taylor Swift,our song,D Em G A,D A Bm A D,NONE,D Em G A,NONE,Em G D A,A D Em G,FALSE,FALSE,our song,26,
Taylor Swift,tied together with a smile,D G A,C#m B E Asus2,NONE,D G Em A,NONE,NONE,NONE,FALSE,FALSE,tied together with a smile,30,
Taylor Swift,cold as you,Dm C Bb F,Bm G D A,NONE,F C Em Bb,NONE,Dm C Bb C,NONE,FALSE,FALSE,cold as you,28,
Taylor Swift,the outside,E B Gbm Bb,C G D Em,NONE,E B Gbm Bb,E B Bb Gbm Bb B,CHORUS,NONE,FALSE,FALSE,the outside,24,
Taylor Swift,should've said no,Em C D G,A Eb Eb,NONE,Em C D G D,NONE,Em C A,NONE,FALSE,FALSE,shouldve said no,29,
Taylor Swift,i heart?,G A C D,Bb Dbm B Gbm,Em A C D,G A C D,NONE,Em A C G,NONE,FALSE,FALSE,i heart?,33,
Taylor Swift,invisible,G Cadd9 Em7 Cadd9,Am C G G,C D,G D Em7 D,NONE,G D Em C,G D Am C,FALSE,FALSE,invisible,35,
Taylor Swift,i'm only me when i'm with you,G#,A Eb,C# Fm A#m D#,G# D# A#m C#,NONE,Fm C# A#m C#,C# D# A#m,FALSE,FALSE,im only me when im with you,34,
Taylor Swift,stay beautiful,G# C#add9 D# Fm,D# Cm D# Cm,A# C# D#,G# Fm C# D#sus4,NONE,Fm C# G# D#,D# D#sus2 D# G#,FALSE,FALSE,stay beautiful,31,
Taylor Swift,teardrops in my guitar,NONE,F#m A Eb Dbadd9,NONE,Bb E Gbm D,NONE,Gbm D Bb E,Bb Gbm D E,FALSE,FALSE,teardrops in my guitar,27,
Taylor Swift,tim mcgraw,NONE,Db Eb A  F#m,NONE,C G#m7 Ebadd9 F#sus4 ,NONE,Ebadd9 F#sus4 F# F#sus2,C G#m7  F# C,FALSE,FALSE,tim mcgraw,36,
Taylor Swift,place in this world,NONE,D# F Dm Gm,NONE,Fm C# G# D#,NONE,G# D# C# Fm ,C# G# D# Fm,FALSE,FALSE,place in this world,32,
Taylor Swift,picture to burn,NONE,Bb D E Gbm,NONE,G Am C D,NONE,C D C9,NONE,FALSE,FALSE,picture to burn,22,
The Tortured Poets Department,imgonnagetyouback,A,Bb Gbm D E,NONE,A Db A F#m,Db A Eb,F#m Db A Eb,NONE,FALSE,FALSE,imgonnagetyouback,225,
The Tortured Poets Department,fresh out the slammer,A F#m Db,G D C D,NONE,A F#m Db,NONE,CHORUS,Db A F#m Db,FALSE,FALSE,fresh out the slammer,229,
The Tortured Poets Department,fortnight (featuring post malone),B,C# G# D# Fm,NONE,D# F Dm Gm,NONE,D# F Dm Gm,D# F Dm Gm,FALSE,FALSE,fortnight featuring post malone,222,
The Tortured Poets Department,the black dog,C,Eb C#m A Eb,F Am G F,C G Em F,NONE,F C G Am,C G Em F,FALSE,FALSE,the black dog,215,
The Tortured Poets Department,the bolter,C,Dm Bb F C,NONE,C G F,NONE,G Am C,NONE,FALSE,FALSE,the bolter,220,
The Tortured Poets Department,loml,C Am G,F Am Em F,NONE,C Am G,F Am G C,Dm Em F G,NONE,FALSE,FALSE,loml,211,
The Tortured Poets Department,peter,C Em Am G F,Eb Gm A Eb,Am G F,Dm F Am G,NONE,C Am F G,NONE,FALSE,FALSE,peter,234,
The Tortured Poets Department,robin,C F G F,Eb A,Am F G C,G C Am F,NONE,Em F G C,NONE,FALSE,FALSE,robin,233,
The Tortured Poets Department,thank you aimee,C G C G,E Bb Gbm,C G D,G C D,NONE,Em Am G D,C G D,TRUE,FALSE,thank you aimee,209,
The Tortured Poets Department,so high school,C G D,E B Gbm Bb,NONE,G C Em D,C G D,Am G C D,BRIDGE,TRUE,FALSE,so high school,208,
The Tortured Poets Department,the manuscript,C G G F,Dbm Bb E B,NONE,NONE,NONE,G Am C F,NONE,TRUE,FALSE,the manuscript,105,
The Tortured Poets Department,i look in people's windows,C#m A,D# A# Cm G#,C#m A,C#m Bb A,NONE,CHORUS,NONE,FALSE,TRUE,i look in peoples windows,226,
The Tortured Poets Department,the prophecy,Cm Gbm D# A#,D F#m Em Bm,NONE,F Gbm D# A#,NONE,D# A# F D#,Gbm D# A# F,FALSE,FALSE,the prophecy,224,
The Tortured Poets Department,clara bow,D Bm A G F#m,D A G Em A,D Em F#m Em,D G Bm D,NONE,D G Bm D,Bm A G F#m,TRUE,FALSE,clara bow,221,
The Tortured Poets Department,so long london,Db Bbm Eb A,C# F# C# F#,NONE,Db Bbm Eb A,NONE,A Eb Bbm F#m,Bbm Db A Eb,TRUE,TRUE,so long london,228,
The Tortured Poets Department,who's afraid of little old me?,Dm,C G Em D,NONE,C G Dm F,Am G F C,Dm F Am G,C G Dm F,TRUE,TRUE,whos afraid of little old me?,217,
The Tortured Poets Department,how did it end?,E Dbm B B,C G Am G F,NONE,E B Gb,NONE,Dbm Gb Am E,NONE,FALSE,FALSE,how did it end?,232,
The Tortured Poets Department,down bad,NONE,G Am F,B,B F Gm D#,NONE,B Gm D#,B Dm Gm D#,FALSE,FALSE,down bad,223,
The Tortured Poets Department,but daddy i love him,NONE,G Am Em C,C#m A Eb Bb,Eb A Bb A,NONE,C#m A,A Bb A Eb,TRUE,FALSE,but daddy i love him,227,
The Tortured Poets Department,the smallest man who ever lived,NONE,G Am C D,NONE,Gbm D E,NONE,Bb Gbm E D,NONE,FALSE,FALSE,the smallest man who ever lived,231,
The Tortured Poets Department,the albatross,NONE,F Dm,NONE,D A Bm G,NONE,Em G D A Em G,D A Bm G,TRUE,FALSE,the albatross,214,
The Tortured Poets Department,i hate it here,NONE,F C G,NONE,D Bm A G,NONE,A G Em Bm,Bm A G D,FALSE,FALSE,i hate it here,204,
The Tortured Poets Department,guilty as sin?,NONE,F C Dm C,NONE,D F#m G A,NONE,A G D,G D A G,FALSE,FALSE,guilty as sin?,216,
The Tortured Poets Department,i can do it with a broken heart,NONE,Eb C#m A,Am F C,F G C,NONE,NONE,C Am F G,FALSE,FALSE,i can do it with a broken heart,212,
The Tortured Poets Department,the tortured poets department,NONE,Eb A C#m Bb,NONE,C F Am G,NONE,C F Am G,Am G C F,FALSE,FALSE,the tortured poets department,206,
The Tortured Poets Department,the alchemy,NONE,Eb A C#m Bb,F C,C F Am F,C F Am F,C D G C,C F,FALSE,FALSE,the alchemy,213,
The Tortured Poets Department,i can fix him (no really i can),NONE,C G#m7 Ebadd9,NONE,Db Eb C#m F#m,NONE,Db Eb C#m F#m,NONE,FALSE,FALSE,i can fix him no really i can,230,
The Tortured Poets Department,cassandra,NONE,C Dm Am F,Em D Bb,Gbm Bb E,NONE,D Gbm E D Bb,D Gbm E,TRUE,TRUE,cassandra,210,
The Tortured Poets Department,my boy only breaks his favorite toys,NONE,C Am G,F G,F C G Em,NONE,F C G Am,C G Dm F,FALSE,FALSE,my boy only breaks his favorite toys,207,
The Tortured Poets Department,florida!!! (featuring florence + the machine),NONE,C Am F G,F Am G,G F G F,NONE,G Am F C,NONE,TRUE,FALSE,florida!!! featuring florence + the machine,218,
The Tortured Poets Department,chloe or sam or sophia or marcus,NONE,Bm G,NONE,Dm G C F,NONE,Am G F C,F Am G F,FALSE,FALSE,chloe or sam or sophia or marcus,205,